link,Código do fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,Dividend Yield ,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) Média,DY (6M) Média,DY (12M) Média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líq.,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. no Período,Rentab. Patr. Acumulada,Vacância Física,Vacância Financeira,Quantidade Ativos
/funds/fvbi11,FVBI11,Lajes Corporativas,"R$ 135,20",2898.0,"R$ 0,45","0,33%","0,92%","1,85%","3,92%","0,31%","0,31%","0,33%","1,85%","1,45%","1,79%","7,80%","R$ 201.748.811,74","R$ 93,84","1,44",N/A,N/A,N/A,N/A,"8,40%",N/A,1
/funds/fcfl11,FCFL11,Outros,"R$ 2.343,25",90.0,"R$ 12,29","0,51%","1,55%","3,22%","6,73%","0,52%","0,54%","0,56%","3,22%","2,29%","2,81%","20,81%","R$ 300.552.703,56","R$ 1.799,72","1,30","0,68%","0,00%","0,68%","4,12%","0,00%",N/A,1
/funds/thra11,THRA11,Lajes Corporativas,"R$ 139,25",666.0,"R$ 0,60","0,43%","1,32%","2,67%","5,72%","0,44%","0,44%","0,48%","3,14%","2,92%","3,36%","16,40%","R$ 150.126.627,13","R$ 101,94","1,37","0,60%","-0,08%","0,52%","3,10%","0,00%",N/A,1
/funds/ceoc11,CEOC11,Lajes Corporativas,"R$ 85,47",824.0,"R$ 0,55","0,65%","1,94%","3,87%","8,00%","0,65%","0,64%","0,67%","4,52%","-0,16%","0,49%","5,99%","R$ 160.255.971,71","R$ 88,26","0,97","0,63%","-0,05%","0,58%","3,55%","0,00%",N/A,1
/funds/ggrc11,GGRC11,Logística,"R$ 140,17",14368.0,"R$ 0,72","0,50%","1,51%","2,53%","7,02%","0,50%","0,42%","0,58%","3,83%","0,73%","1,23%","18,05%","R$ 753.560.933,40","R$ 115,88","1,21","0,62%","-0,22%","0,40%","1,02%","0,00%","0,00%",15
/funds/oujp11,OUJP11,Títulos e Val. Mob.,"R$ 117,20",1599.0,"R$ 0,54","0,46%","1,99%","4,45%","9,82%","0,66%","0,74%","0,82%","6,71%","5,41%","5,90%","16,99%","R$ 140.637.080,66","R$ 104,83","1,12","0,51%","0,34%","0,86%","9,01%",N/A,N/A,0
/funds/hcri11,HCRI11,Hospital,"R$ 374,50",91.0,"R$ 2,57","0,68%","2,01%","4,09%","8,62%","0,67%","0,68%","0,72%","4,90%","6,44%","7,16%","27,28%","R$ 52.644.813,66","R$ 263,22","1,42","0,97%","-0,01%","0,96%","5,88%","0,00%",N/A,1
/funds/rbrf11,RBRF11,Títulos e Val. Mob.,"R$ 106,49",28749.0,"R$ 0,70","0,67%","2,37%","4,85%","8,56%","0,79%","0,81%","0,71%","5,48%","0,23%","0,90%","7,10%","R$ 352.755.487,27","R$ 99,17","1,07","0,71%","0,25%","0,96%","6,12%",N/A,N/A,0
/funds/visc11,VISC11,Shoppings,"R$ 110,00",32424.0,"R$ 0,65","0,58%","1,62%","3,20%","6,75%","0,54%","0,53%","0,56%","3,77%","5,11%","5,72%","9,09%","R$ 818.467.314,91","R$ 100,30","1,10","0,55%","0,07%","0,62%","2,06%","6,10%",N/A,10
/funds/xpml11,XPML11,Shoppings,"R$ 109,19",51691.0,"R$ 0,57","0,52%","1,53%","3,03%","6,75%","0,51%","0,50%","0,56%","3,60%","-0,83%","-0,31%","8,28%","R$ 976.405.532,50","R$ 102,94","1,06","0,56%","-0,05%","0,52%","0,81%","3,00%",N/A,8
/funds/bcff11,BCFF11,Títulos e Val. Mob.,"R$ 93,30",19361.0,"R$ 0,57","0,58%","1,82%","3,58%","7,57%","0,61%","0,60%","0,63%","4,21%","8,61%","9,24%","21,32%","R$ 748.377.209,07","R$ 88,57","1,05","0,64%","0,69%","1,33%","10,11%",N/A,N/A,0
/funds/mall11,MALL11,Shoppings,"R$ 106,20",7322.0,"R$ 0,60","0,55%","1,72%","3,38%","7,17%","0,57%","0,56%","0,60%","4,07%","5,93%","6,51%","6,04%","R$ 289.067.079,84","R$ 109,63","0,97","0,55%","-0,02%","0,53%","-27,31%","0,00%",N/A,1
/funds/ubsr11,UBSR11,Títulos e Val. Mob.,"R$ 105,51",57221.0,"R$ 0,88","0,77%","2,40%","4,50%","11,62%","0,80%","0,75%","0,97%","5,29%","4,67%","5,48%","15,21%","R$ 322.548.735,61","R$ 96,12","1,10","0,98%","-0,04%","0,94%","7,33%",N/A,N/A,0
/funds/bzli11,BZLI11,Títulos e Val. Mob.,"R$ 15,80",1100.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,68%","0,68%","1,14%","R$ 405.199.967,53","R$ 12,10","1,31",N/A,N/A,N/A,N/A,N/A,N/A,0
/funds/alzr11,ALZR11,Outros,"R$ 106,00",7958.0,"R$ 0,44","0,42%","1,71%","3,73%","7,88%","0,57%","0,62%","0,66%","3,73%","-1,40%","-0,99%","11,74%","R$ 270.792.876,31","R$ 94,65","1,12","0,46%","1,46%","1,93%","1,02%","0,00%",N/A,2
/funds/mgff11,MGFF11,Títulos e Val. Mob.,"R$ 99,48",17242.0,"R$ 0,75","0,76%","2,48%","4,89%","9,06%","0,83%","0,82%","0,76%","5,64%","-3,51%","-2,78%","11,41%","R$ 261.997.792,58","R$ 95,70","1,04","0,84%","-4,81%","-4,02%","2,14%",N/A,N/A,0
/funds/irdm11,IRDM11,Títulos e Val. Mob.,"R$ 124,30",15357.0,"R$ 0,64","0,51%","1,91%","3,84%","8,78%","0,64%","0,64%","0,73%","4,54%","5,79%","6,33%","18,03%","R$ 186.054.132,00","R$ 99,60","1,25","0,85%","2,37%","3,25%","9,06%",N/A,N/A,0
/funds/hfof11,HFOF11,Títulos e Val. Mob.,"R$ 105,95",6752.0,"R$ 0,57","0,52%","3,07%","6,25%","10,06%","1,02%","1,04%","0,84%","7,02%","1,02%","1,55%","19,94%","R$ 250.493.650,41","R$ 101,48","1,04","1,38%","2,15%","3,56%","11,23%",N/A,N/A,0
/funds/wplz11,WPLZ11,Shoppings,"R$ 93,99",40.0,"R$ 0,44","0,47%","1,71%","3,38%","5,97%","0,57%","0,56%","0,50%","3,96%","5,95%","6,45%","26,32%","R$ 81.456.468,68","R$ 79,80","1,18","1,25%","-0,08%","1,17%","2,17%","4,20%",N/A,1
/funds/xplg11,XPLG11,Logística,"R$ 106,20",23763.0,"R$ 0,61","0,57%","1,76%","3,77%","7,75%","0,59%","0,63%","0,65%","4,42%","5,05%","5,65%","9,78%","R$ 664.225.381,76","R$ 98,52","1,08","0,62%","-1,36%","-0,75%","3,31%","0,00%",N/A,6
/funds/oucy11,OUCY11,Títulos e Val. Mob.,"R$ 102,01",1651.0,"R$ 0,64","0,63%","1,94%","3,83%","7,44%","0,65%","0,64%","0,62%","4,44%","3,56%","4,21%","18,47%","R$ 52.941.535,13","R$ 99,16","1,03","0,65%","-0,17%","0,48%","5,56%",N/A,N/A,0
/funds/hbtt11,HBTT11,Outros,"R$ 1.759,69",1.0,"R$ 11,00","0,73%","1,80%","4,25%","0,00%","0,60%","0,71%","0,00%","4,92%","3,38%","4,14%","41,82%","R$ 206.671.639,24","R$ 1.203,76","1,46","0,00%","1,08%","1,08%","7,23%",N/A,N/A,0
/funds/rbrr11,RBRR11,Títulos e Val. Mob.,"R$ 107,85",10503.0,"R$ 0,57","0,53%","1,56%","3,28%","7,45%","0,52%","0,55%","0,62%","3,76%","1,45%","1,98%","3,53%","R$ 454.922.236,16","R$ 96,94","1,11","0,59%","-0,10%","0,49%","5,12%",N/A,N/A,0
/funds/rdpd11,RDPD11,Títulos e Val. Mob.,"R$ 85,51",323.0,"R$ 0,51","0,58%","1,73%","3,10%","5,78%","0,58%","0,52%","0,48%","3,67%","3,09%","3,69%","3,31%","R$ 104.883.034,33","R$ 97,29","0,88","0,52%","0,03%","0,55%","3,26%",N/A,N/A,0
/funds/vtlt11,VTLT11,Logística,"R$ 99,97",4243.0,"R$ 0,69","0,69%","2,76%","4,81%","8,84%","0,92%","0,80%","0,74%","4,81%","-0,41%","0,28%","4,32%","R$ 205.367.369,22","R$ 97,10","1,03","1,42%","0,02%","1,45%","5,16%","0,00%",N/A,1
/funds/hgru11,HGRU11,Híbrido,"R$ 114,29",529.0,"R$ 0,68","0,60%","1,85%","3,66%","7,72%","0,62%","0,61%","0,64%","4,30%","3,07%","3,69%","9,85%","R$ 154.631.272,03","R$ 103,09","1,11","0,66%","0,06%","0,72%","5,20%","0,00%","0,00%",1
/funds/nvif11b,NVIF11B,Outros,N/A,N/A,"R$ 0,89","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 50.083.947,08","R$ 148,44",N/A,"0,60%","0,38%","0,98%","4,35%",N/A,N/A,0
/funds/husc11,HUSC11,Outros,"R$ 140,00",21.0,"R$ 0,42","0,27%","0,27%","0,27%","1,11%","0,09%","0,05%","0,09%","0,27%","-3,13%","-2,87%","-0,02%","R$ 71.975.795,13","R$ 99,71","1,40",N/A,N/A,N/A,N/A,N/A,N/A,0
/funds/vgir11,VGIR11,Títulos e Val. Mob.,"R$ 102,17",8924.0,"R$ 0,85","0,82%","2,29%","4,40%","0,00%","0,76%","0,73%","0,00%","5,40%","-3,92%","-3,13%","9,00%","R$ 108.332.168,35","R$ 96,64","1,06","0,88%","0,00%","0,88%","5,43%",N/A,N/A,0
/funds/knhy11,KNHY11,Títulos e Val. Mob.,"R$ 116,90",909.0,"R$ 0,62","0,49%","1,81%","3,93%","0,00%","0,60%","0,65%","0,00%","4,37%","-5,70%","-5,24%","20,90%","R$ 431.942.960,52","R$ 107,99","1,08","0,62%","2,13%","2,76%","8,07%",N/A,N/A,0
/funds/btcr11,BTCR11,Títulos e Val. Mob.,"R$ 102,10",3031.0,"R$ 0,59","0,58%","1,82%","3,71%","0,00%","0,61%","0,62%","0,00%","4,42%","-0,05%","0,53%","8,82%","R$ 293.698.126,62","R$ 97,57","1,05","0,67%","-0,36%","0,31%","1,17%",N/A,N/A,0
/funds/xpin11,XPIN11,Outros,"R$ 118,88",3993.0,"R$ 0,72","0,61%","1,82%","3,57%","7,14%","0,61%","0,60%","0,59%","4,17%","1,04%","1,66%","2,94%","R$ 247.788.478,62","R$ 113,66","1,05","0,63%","0,02%","0,65%","5,26%","3,30%",N/A,3
/funds/lvbi11,LVBI11,Logística,"R$ 114,00",5269.0,"R$ 0,80","0,68%","1,96%","3,84%","0,00%","0,65%","0,64%","0,00%","3,84%","6,22%","6,94%","16,01%","R$ 311.875.113,68","R$ 102,93","1,11",N/A,N/A,N/A,N/A,"0,00%",N/A,2
/funds/tgar11,TGAR11,Outros,"R$ 137,91",3864.0,"R$ 0,80","0,61%","2,07%","4,04%","7,94%","0,69%","0,67%","0,66%","4,64%","3,47%","4,10%","11,52%","R$ 190.302.374,30","R$ 127,39","1,08","0,63%","1,28%","1,91%","7,04%",N/A,N/A,0
/funds/atsa11,ATSA11,Shoppings,"R$ 107,99",4.0,"R$ 0,20","0,19%","1,04%","1,31%","2,16%","0,35%","0,22%","0,18%","1,41%","2,86%","3,05%","9,33%","R$ 185.017.122,02","R$ 107,87","1,00","0,57%","-0,30%","0,27%","1,21%","19,10%",N/A,1
/funds/hmoc11,HMOC11,Shoppings,"R$ 239,00",256.0,"R$ 1,30","0,56%","1,67%","3,42%","6,51%","0,56%","0,57%","0,54%","4,04%","-1,27%","-0,72%","9,79%","R$ 68.567.014,36","R$ 179,49","1,33","0,72%","-0,08%","0,65%","3,91%","3,10%",N/A,1
/funds/vots11,VOTS11,Títulos e Val. Mob.,"R$ 88,49",9.0,"R$ 0,52","0,60%","1,74%","3,06%","5,21%","0,58%","0,51%","0,43%","3,61%","0,22%","0,82%","-1,19%","R$ 80.791.163,86","R$ 97,58","0,91","0,52%","-0,03%","0,49%","2,67%",N/A,N/A,0
/funds/vsho11,VSHO11,Shoppings,"R$ 101,00",133.0,"R$ 0,62","0,61%","1,81%","3,59%","0,00%","0,60%","0,60%","0,00%","4,29%","1,20%","1,81%","-3,69%","R$ 224.600.596,24","R$ 107,01","0,94","0,57%","5,53%","6,13%","8,99%","5,67%",N/A,3
/funds/kfof11,KFOF11,Títulos e Val. Mob.,"R$ 113,50",31.0,"R$ 0,54","0,48%","1,66%","3,09%","0,00%","0,55%","0,52%","0,00%","3,55%","8,37%","8,89%","16,80%","R$ 142.598.140,37","R$ 108,20","1,05","0,63%","1,04%","1,67%","7,71%",N/A,N/A,0
/funds/patc11,PATC11,Lajes Corporativas,"R$ 100,44",5061.0,"R$ 0,30","0,30%","0,86%","0,00%","0,00%","0,29%","0,00%","0,00%","1,17%","0,05%","0,35%","1,21%","R$ 146.094.995,80","R$ 97,26","1,03","0,31%","-0,37%","-0,06%","-1,57%",N/A,N/A,1
/funds/dmac11,DMAC11,Residencial,"R$ 760,00",26.0,"R$ 5,47","0,70%","2,21%","4,50%","0,00%","0,74%","0,75%","0,00%","6,18%","-1,27%","-0,57%","-5,73%","R$ 182.862.293,09","R$ 1.171,38","0,65","0,50%","-2,48%","-1,99%","-13,67%",N/A,N/A,0
/funds/rect11,RECT11,Híbrido,"R$ 98,50",3145.0,"R$ 0,83","0,84%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,50%","-1,79%","-0,96%","-0,41%","R$ 115.446.130,73","R$ 95,78","1,03","0,22%","-0,58%","-0,36%","-0,01%",N/A,N/A,1
/funds/rbed11,RBED11,Outros,"R$ 168,00",2191.0,"R$ 1,00","0,57%","1,77%","4,04%","9,00%","0,59%","0,67%","0,75%","4,79%","-4,37%","-3,83%","13,31%","R$ 111.973.193,77","R$ 148,80","1,13","0,67%","-1,77%","-1,11%","3,02%","0,00%",N/A,2
/funds/rbva11,RBVA11,Outros,"R$ 137,98",3108.0,"R$ 0,90","0,64%","2,46%","4,59%","8,48%","0,82%","0,76%","0,71%","5,22%","5,31%","5,98%","24,81%","R$ 436.203.337,61","R$ 107,70","1,28","0,14%","0,12%","0,26%","4,17%",N/A,N/A,42
/funds/vilg11,VILG11,Logística,"R$ 120,98",14974.0,"R$ 0,73","0,61%","1,99%","4,33%","0,00%","0,66%","0,72%","0,00%","4,74%","8,07%","8,73%","25,75%","R$ 232.548.968,21","R$ 105,83","1,14","0,69%","-0,20%","0,49%","-7,76%","0,00%",N/A,3
/funds/crff11,CRFF11,Títulos e Val. Mob.,"R$ 95,80",673.0,"R$ 0,45","0,45%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,04%","4,21%","4,68%","0,03%","R$ 66.138.589,28","R$ 95,85","1,00","0,15%","-0,57%","-0,42%","1,32%",N/A,N/A,0
/funds/hgpo11,HGPO11,Lajes Corporativas,"R$ 179,51",2776.0,"R$ 0,87","0,48%","1,32%","2,62%","5,56%","0,44%","0,44%","0,46%","3,08%","-5,00%","-4,54%","6,43%","R$ 247.305.131,63","R$ 149,88","1,20","0,58%","0,02%","0,60%","3,95%","1,73%","1,52%",2
/funds/oulg11b,OULG11B,Outros,"R$ 118,00",3050.0,"R$ 0,81","0,69%","2,17%","0,00%","0,00%","0,72%","0,00%","0,00%","2,93%","3,78%","4,50%","14,09%","R$ 90.361.663,05","R$ 85,11","1,39","0,96%","-0,06%","0,90%","3,79%",N/A,N/A,1
/funds/xpht11,XPHT11,Hotel,"R$ 104,36",172.0,"R$ 0,60","0,56%","1,53%","0,00%","0,00%","0,51%","0,00%","0,00%","2,04%","3,35%","3,92%","10,23%","R$ 389.527.098,22","R$ 104,22","1,00","0,58%","0,26%","0,84%","1,10%",N/A,N/A,0
/funds/rbry11,RBRY11,Títulos e Val. Mob.,"R$ 130,00",14.0,"R$ 0,65","0,50%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,50%","0,00%","0,50%","0,50%","R$ 110.895.298,55","R$ 103,62","1,25","0,63%","0,19%","0,82%","1,78%",N/A,N/A,0
/funds/rbrp11,RBRP11,Outros,"R$ 88,00",11.0,"R$ 0,39","0,46%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,46%","0,00%","0,46%","0,46%","R$ 132.185.694,19","R$ 80,88","1,09","0,50%","0,32%","0,82%","0,82%",N/A,N/A,0
/funds/gtwr11,GTWR11,Lajes Corporativas,"R$ 103,00",13401.0,"R$ 0,67","0,65%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,97%","0,76%","1,42%","4,79%","R$ 1.233.415.462,65","R$ 102,78","1,00","0,65%","-0,04%","0,61%","1,27%",N/A,N/A,1
/funds/hctr11,HCTR11,Outros,"R$ 1.120,00",52.0,"R$ 13,71","1,23%","1,23%","1,23%","1,23%","0,41%","0,20%","0,10%","1,23%","0,65%","1,89%","1,89%","R$ 10.353.105,40","R$ 1.099,71","1,02",N/A,N/A,N/A,N/A,N/A,N/A,0
